Epoch,Train Loss,Validation Loss
1,8.349177496560316,7.182045384457237
2,7.02094908717284,6.8536879388909595
3,6.743822505855261,6.663556851838765
4,6.5536055325714395,6.510093337611148
5,6.397948390637819,6.382100230769107
6,6.26005363165398,6.268771397440057
7,6.136701734835825,6.162911214326558
8,6.024204340848056,6.060395567040694
9,5.916006760911134,5.97216638765837
10,5.812696536132909,5.880483451642488
11,5.714843998134697,5.794658786372135
12,5.6258421332858575,5.7353916670146745
13,5.542032570674501,5.670668100055895
14,5.462103386284042,5.612641158856843
15,5.382842875573329,5.569717984450491
16,5.305214212232249,5.500831102070055
17,5.234610804196062,5.440347320155094
18,5.164384916658312,5.38429782265111
19,5.095259600672229,5.352773289931448
20,5.028362064899696,5.3146695839731315
21,4.962745594754114,5.267925262451172
22,4.899858177268767,5.209679176932887
23,4.837445395119885,5.171574191043251
24,4.773415360704859,5.121171650133635
25,4.714359562972496,5.089995032862613
26,4.654332915817308,5.036215255134984
27,4.595458518748747,5.018228606173866
28,4.5379859392172115,4.981221826452958
29,4.48154445875401,4.938754483273155
30,4.424478287980848,4.912422581722862
31,4.366348584991264,4.880732335542378
32,4.315508287902162,4.838362317336233
33,4.25991168814393,4.824441357662804
34,4.20550410052452,4.787708332664089
35,4.155024226556377,4.752727508544922
36,4.101977266114334,4.725647775750411
37,4.048537915029496,4.712440013885498
38,4.00078144940463,4.6848143025448445
39,3.9484023106135546,4.65052594636616
40,3.899630383638005,4.6284604574504655
41,3.850030628491345,4.623872656571238
42,3.80138407231872,4.583148881008751
43,3.7539395658200063,4.5663982441550806
44,3.709784837352071,4.552336391649749
45,3.6600842251673016,4.522944600958573
46,3.6153476021506568,4.503036097476357
47,3.5724278976177346,4.4790067421762565
48,3.5291928512549324,4.45551872253418
49,3.485465715671408,4.44588031266865
50,3.4391552213591092,4.4208218423943775
