Epoch,Train Loss,Validation Loss
1,8.331813239752313,7.153635928505345
2,6.989617706466245,6.835686658558092
3,6.72609044167689,6.653911163932399
4,6.547728051212514,6.514771737550435
5,6.3965290526985,6.3968423793190405
6,6.259481259647956,6.283446588014302
7,6.133919375069836,6.180238146530955
8,6.021841259959349,6.0934068027295565
9,5.924002998674925,5.999820382971513
10,5.831777370835546,5.9290853550559595
11,5.7457720239334344,5.842813792981599
12,5.666481651856234,5.78715379614579
13,5.590686859381984,5.734249014603464
14,5.513356651258319,5.672317881333201
15,5.4429293426226675,5.611076605947394
16,5.377864855583932,5.565456591154399
17,5.311233716324953,5.521231902273078
18,5.2476893368185875,5.481722656049226
19,5.180980035130133,5.431755116111354
20,5.1124103988599625,5.3810320904380395
21,5.042992189760119,5.328284113030684
22,4.979224943442031,5.285198111283152
23,4.917471939493496,5.25638851366545
24,4.858695118404855,5.211946788587068
25,4.797422347771336,5.162831632714522
26,4.738557163824482,5.131078067578767
27,4.677607696258162,5.086438881723504
28,4.622214831528619,5.052163676211708
29,4.563569883567786,5.019342623258892
30,4.504748928883233,4.986211852023476
31,4.452696629826178,4.956844706284373
32,4.392923355102539,4.913101422159295
33,4.339143759778301,4.8885705345555355
34,4.283085453846612,4.863960517080207
35,4.23466347377502,4.8233592384739925
36,4.183872616776852,4.795516792096589
37,4.127544765562099,4.756168390575208
38,4.07844209969978,4.731624151531019
39,4.029075577714974,4.703563213348389
40,3.974638346968026,4.689713402798302
41,3.929391694293127,4.662521136434455
42,3.880147827082667,4.6395899371096965
43,3.831399922086901,4.610985504953485
44,3.7835599202721095,4.5810958962691455
45,3.737933540045281,4.568799219633403
46,3.692827276301608,4.550016152231317
47,3.6468509880352915,4.523833475614849
48,3.606975969476012,4.507708122855739
49,3.5606111052641674,4.483012977399324
50,3.518277785621093,4.478560472789564
